#,Ruckership PAX,Sponsor
1,Bronco,Freighter
2,Boodle,Shameless
3,Crunch,Canuck
4,Hooch,Doppler
5,Buck,Rabbit
6,Fletch,Classified
7,Deliquent,Huckleberry
